reg_no,reg_date,attendanceRate,studyHours
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,26/09/2021,98,15.3
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,17/09/2020,75.69,10.9
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,12/09/2021,63.69,7.6
59ea4dd7ee5354ec74a46ee25e8853c06b8b3a839b436e7329949e6c8a638574,04/09/2021,80,18.9
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,24/09/2021,75.55,19.6
a7b0ab1d78f65fd2e9aa0e047b3c2b6cc536453c039286031715d8087d6c0677,11/09/2021,75,18.2
4ee2ce8438e3fb232dc1cf4d40097dc7fd91037e37676efc0e9f9585e94731b2,10/02/2020,93,21
4d59484832abe3cafde06105ef058e3d582ebac025ba56f8bb882e348a8aba0c,26/02/2020,73,21.2
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,01/02/2020,96,10.9
2ae4f1381f7c09d61fc585563f6ee709aff76f98549a4904b3299e050d7aa556,21/02/2021,80,23.2
6156800ccb33ac8fd8fe1fd1fee0913f9b2d9302ead0d6d8b1fa205e677f7be4,22/02/2020,97,16.3
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,24/09/2020,70,11.8
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,17/09/2020,75.28,10.6
36c75d1be5b7d4df00fac3b7230a5991448e9e77503cb1d728ae9f1b04c67ce0,18/09/2020,90,17.2
73158ac64b5efe6c4bf1348f62e30606f1174de7309f46b07c0da4e02bdda775,11/09/2020,71,24.7
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,15/09/2021,76.11,14.4
cf8efddfc535c8a60f486b0f4920f892d5196c626ab81195d7efe9460bf1898d,26/09/2020,82,24.3
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,21/09/2021,74,12.7
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,06/09/2020,81,22.8
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,13/09/2021,75,18.2
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,24/02/2020,75.28,10.6
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,15/09/2020,75,12.5
d508d92028fd12af041dbe1e65c9775c4711435762b34ce53c665c6fb95ee57f,13/09/2021,71.3,19.3
15e67fca6d25dc293b1c8cadcf23b615f76adbdbc27ad9f2ffc1700a2254aef7,23/02/2020,88,20.8
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,07/09/2020,97,22.2
7bd4071a02c4d86651a39d5a9868d28a24a87dc731bc9af879b1922544accb26,25/02/2021,75,17.8
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,19/02/2020,72,15.2
7c1a10cb0c4afe32f65875fb75b123b906e01cea7143e05e77c868291c50c46e,26/02/2020,81,19.4
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,12/09/2020,78.2,15.5
39e35ca50811b1e44a39ef55557b56b93e33d6f3dc5914b7837d596afe5bb78a,07/02/2021,73.53,7.8
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,04/09/2021,96,18
482a827113b264b0dbdec43f44c10ce274bf6e7efb91976c465d1d84c9a901c2,22/02/2021,92,18.1
3692291757b6f6a647166934c623d1f0deca8572e9334222f582af1a580be339,17/09/2021,84,18.3
3a1bac0c27de45a85e9a734b7bc90856555539e891f28c931fa2964cbc769679,20/02/2021,90,20.5
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,20/09/2021,80,6.7
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,19/09/2021,79,6.1
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,12/02/2020,75,18.7
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,28/02/2021,70,11
6176d2ada894c6e2f15f4a82b59d690c8af784ed023c7a5aa88dfe123f0700eb,20/09/2021,88,19.8
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,27/09/2020,70,11.8
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,20/02/2021,80,8.8
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,22/02/2020,74.88,9.4
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,11/09/2020,82,7.3
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,08/02/2020,77.41,12.8
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,04/02/2021,72.14,14
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,12/09/2020,75.69,10.9
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,17/09/2020,98,12.9
067bb64791c90609c8b558b80a9f4c10bddba62be07f4c31a75ffb2e0ba1fce5,14/09/2021,77,24.3
e9827a996728467b6c8e36f636e8e2b15fe34b42d02b7d73ce15b48ba7074c58,19/09/2020,88,24.5
1394def1472d7c95e26079dbc09b550ad93f1b25e72e2d98106af5453744d102,14/09/2021,92,11.2
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,16/09/2020,74.3,10.1
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,18/09/2020,71,21.4
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,16/09/2020,80,8.8
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,05/02/2021,77.9,9.9
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,11/09/2020,70,11
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,20/09/2021,95,8.7
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,28/02/2020,89,24.1
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,01/02/2021,86,23.8
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,05/09/2021,78.2,15.5
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,27/09/2020,72.14,14
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,18/09/2021,73,14.2
1614ed057f7995d2cf11fb7799d2eac484a93c8c9324d8f37fc5c14d10576cff,14/09/2021,94,23.7
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,14/09/2021,76,18.4
c747c4f8a38d4d1a4f1a2456fadc3c7041059afc5bb1f61cc73d3d4fde03f218,16/09/2021,73,18.3
328d6ab5e1cfcbe8ecd86229f7e93bfd4a0652f3154cc5e8278adbbdf01d805f,03/09/2020,71,24.2
00e43d3bdc7595feb581f31b8f5422106132ef571bfa1445acb4588d1e795017,26/02/2020,77,23.9
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,10/09/2020,76.06,19.6
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,09/02/2020,82,17.8
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,18/09/2020,92,18.8
5ba0d5b76c4e5e2f53ce3a6c9177b9110bfc469f4b8b78f5d295ab35c1e4a390,06/02/2021,90,17.7
cc1c9e18118a18ae2b3069bfa61b519e80cbb482a5de777e4e29dc3d212f01d8,19/09/2021,90,20.5
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,18/09/2021,98,12.9
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,19/02/2020,71.92,11.8
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,09/02/2020,87,7.1
73d9c33884580baf0de3737f6dba7e66570431b551a4550fc1f763a277752e8f,18/02/2021,75,19.5
1394def1472d7c95e26079dbc09b550ad93f1b25e72e2d98106af5453744d102,25/02/2020,84,15.4
58b2016c916a0eca4086e33aa99b65991ad6b5682b7db302110a02c9d01c580a,18/09/2021,91,17.3
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,14/09/2020,81,16.7
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,24/02/2020,77,6.1
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,10/09/2020,79,18.8
fb215be7fac44eb6e6b28946572be8307766030e5014861d9c235b0a64df22f4,15/02/2020,72,23.6
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,12/02/2021,77.75,13.2
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,15/02/2020,86,17.2
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,25/02/2020,98,8
3747211abe142aa257a368b8a39f157e512d0a387922123f3c8a8736e7540e22,07/09/2020,84,17.5
c5fc04b0cb5be5cad5201d185ef998a27a44880c20fcbb79ede6c7ce8cd57844,28/02/2021,71.3,19.3
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,06/09/2021,77,12.2
0784784c8b981f13fde005fc08013290434b5211ca8f04701b8a63fd4e5909e9,26/09/2020,96,24
e31666b569cc559ef34568c701724d0228442e9f5f2bba24de3828ae6eb35aae,27/09/2020,93,17
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,26/09/2020,86,19.9
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,19/02/2020,82,14
1c8af2b88b43cbf0541158b707bea04a6572b58f83228fccd8d2401ba77753e9,18/02/2021,83,19.4
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,20/02/2021,82,7.3
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,11/09/2020,73,15.1
2c4c9eddf917ebcf04834fa2b33912673e1ea52fa14b097104b6bf1269cfa8ab,10/02/2021,73,16.4
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,28/02/2021,75.55,19.6
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,05/02/2020,98,14
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,02/09/2021,98,14
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,28/02/2021,98,8.6
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,23/09/2020,77,12.2
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,08/09/2020,90,11.6
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,23/09/2020,74,12.7
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,27/02/2021,82,15.6
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,25/09/2020,75.29,19.3
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,16/09/2021,79,10.7
a04b4a1eca0c215f3dec7cd433c05333d443f08c5b9f9434bcaab45a8cfb58a5,19/09/2020,95,18.6
39e35ca50811b1e44a39ef55557b56b93e33d6f3dc5914b7837d596afe5bb78a,21/02/2021,77,19.9
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,13/09/2021,81,16.7
5506f6ffe79188b306aa5fe191c0e03bbc117688f6b5ccb5b6ce7d7f8206ac92,03/09/2021,90,8.9
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,13/02/2020,76.46,7.5
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,23/02/2021,78.81,20
d3ef37704cac0abbca843fa969acb2733c74142201ff6ee3e551529f7d8447a2,15/02/2021,98,23.5
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,11/09/2021,73,8.9
413b73d38d7ed6c7a2d6ec8c5d9c66f889b528de11148142425e5d9f3c37bf12,28/02/2020,93,17.4
076e8b7bdc7ea17350de6ba7c977dc8aa206a611ff5de858d75d286aa4995b38,24/02/2020,77,19.9
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,21/09/2021,74.55,10.9
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,28/02/2021,74,12.7
60acb3d95106a651f3a4a8e85a7e5322457ca309917fa9e618c20d787d0f35e7,26/02/2020,75,20.4
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,07/09/2021,79,20
c69d661a94cdde37324fc75c3cd1be0685be62dbce04d8a38668fa37a52a3b36,27/09/2021,86,21.1
e7eb951f64d90069e423abfd60b73afb4b6a3a9b9a95105f3ea9882daf2a9c6b,16/09/2020,75,20.2
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,11/02/2021,95,19.5
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,11/02/2021,74.55,10.9
1394def1472d7c95e26079dbc09b550ad93f1b25e72e2d98106af5453744d102,19/09/2020,95,19.5
471be5edc07f524c856574defec56a160ae62bfd086e22323f3c04c7833314ec,26/09/2021,91,15.3
ee7643771339eb52176ebe67b865561ba708e17a9da95e1a487571072464884a,22/02/2021,79,21.7
1394def1472d7c95e26079dbc09b550ad93f1b25e72e2d98106af5453744d102,02/02/2020,75,15.3
2aa652af9704121a3420789fd7ca46fc127e5248010adbb50b8e79bd7940e8e0,21/02/2020,80,19.1
9393475d3fa62efe1e181a8c18bd852f3395975c73ded0de2a5306697c1d94b1,01/09/2021,76,21
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,28/02/2020,83,17
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,15/09/2020,74.88,9.4
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,01/09/2021,97,16.7
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,07/09/2021,75.5,15.9
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,21/09/2020,83,17
00aee7d19b0760f79fbe6be409b3d94328e6011ebdd444d6ea1789fcb7f65f54,06/02/2021,86,23.8
2d7f8a8bc4318c17f0c923f7ca42f587bce3f4955100546d6bcdd373c65faa7f,03/02/2021,76.19,24.2
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,09/02/2021,95,8.7
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,12/02/2020,73,15.1
5506f6ffe79188b306aa5fe191c0e03bbc117688f6b5ccb5b6ce7d7f8206ac92,02/09/2020,92,11.2
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,21/09/2021,74.55,10.9
7a2dbc55621353c9445049ca104064444ed97ba473f9102da23af0b23d4632fa,24/02/2021,72,18.2
39e35ca50811b1e44a39ef55557b56b93e33d6f3dc5914b7837d596afe5bb78a,14/09/2020,74,14.5
87ecdae5b9fa7ed0732493287b19c275288c2c81a8d0902d166e6a6ed4d10187,23/02/2020,91,24.6
2e4854d69e7b648bb4b5c17805a979488fe30554fa85c9bc8c051e2ce8c26ba8,01/02/2020,81,15.2
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,16/09/2020,77.41,12.8
3eca7abb99b8a0eba7c38858b97c8495e2dd53438addb15aa59b1df92c6d93c3,05/02/2020,89,24.3
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,17/09/2020,77,12.2
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,01/09/2021,98,12.9
1394def1472d7c95e26079dbc09b550ad93f1b25e72e2d98106af5453744d102,23/02/2020,75.55,19.6
0d62c347e8799290650c35abbab75f378cfa3b6ac0193fdf6019b42cacc23687,27/02/2021,87,23.4
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,28/02/2020,92,20.5
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,23/09/2021,83,19.2
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,16/09/2020,79,21.4
2858913c11031bdf09b671386c7a514124c79ea8bd0946ed1893a4c472c5298b,08/02/2020,97,16
5506f6ffe79188b306aa5fe191c0e03bbc117688f6b5ccb5b6ce7d7f8206ac92,03/09/2021,95,19.5
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,04/02/2020,81,16.7
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,12/02/2021,84,17
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,05/02/2021,83,19.2
cb87824339914a5c58604181ff882545f1036f765cb794fd37436a028f905d17,25/09/2021,76,15.8
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,21/09/2020,72.14,14
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,03/09/2020,70,11
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,20/02/2020,84,15.1
a19b660ca7ce7d7c4f6798b1cc52f7d2acdcbc4167cf56e2c0edc5201772c4c2,15/09/2020,79,17.9
9a3874f3913af040bec0730850b317615a89d0f41385f7713f42b11f76dd5101,24/02/2021,92,20.2
7b3e8aa3b64d0f183ee09a06d49cd888f9c95a138e77f7cde288a79e3921a52e,21/09/2020,80,24.9
e5473aab07854afb180e42c6156f3c602ada01bc925d4ec835ad1d215a138475,14/09/2020,74,24.9
b623145c4e3dd98b624e5ce19da43b7f18e0f41c10e05c9ddda18587207f2ad9,28/09/2021,94,19
1394def1472d7c95e26079dbc09b550ad93f1b25e72e2d98106af5453744d102,03/09/2020,88,17
fbcbf1c144126893c162e29e1693bf6c4b1a7ee90872695c38cad7b946207e94,05/02/2020,98,21.8
